T_MeV,phi_u,phi_d,phi_s,dphi_u_dT_MeV,dphi_d_dT_MeV,dphi_s_dT_MeV,residual
264.2,-0.0386992448905,-0.0386992448905,-1.12891807354,0.000765470327006,0.000765470327006,0.0148567954812,3.76876170923e-15
264.25,-0.0386609890362,-0.0386609890362,-1.12817524426,0.000764764021469,0.000764764021469,0.0148563746488,5.02429826356e-15
264.3,-0.0386227684706,-0.0386227684706,-1.12743243619,0.000764058778854,0.000764058778854,0.014855946826,1.277670652e-15
264.35,-0.0385845831406,-0.0385845831406,-1.12668964969,0.000763354597198,0.000763354597198,0.0148555120183,6.2813683127e-15
264.4,-0.0385464329932,-0.0385464329932,-1.12594688511,0.000762651474544,0.000762651474544,0.0148550702316,1.60650005353e-15
264.45,-0.0385083179755,-0.0385083179755,-1.12520414279,0.000761949408934,0.000761949408934,0.0148546214717,1.27563407141e-15
264.5,-0.0384702380348,-0.0384702380348,-1.12446142308,0.000761248398421,0.000761248398421,0.0148541657442,5.0243821148e-15
264.55,-0.0384321931181,-0.0384321931181,-1.12371872633,0.000760548441056,0.000760548441056,0.014853703055,1.42185538531e-15
264.6,-0.0383941831731,-0.0383941831731,-1.12297605289,0.000759849534899,0.000759849534899,0.01485323341,3.78292560795e-15
264.65,-0.0383562081472,-0.0383562081472,-1.1222334031,0.00075915167801,0.00075915167801,0.0148527568148,1.27631329269e-15
264.7,-0.0383182679879,-0.0383182679879,-1.12149077732,0.000758454868456,0.000758454868456,0.0148522732753,1.3327102719e-15
264.75,-0.0382803626429,-0.0382803626429,-1.12074817589,0.000757759104308,0.000757759104308,0.0148517827974,3.77491453316e-15
264.8,-0.03824249206,-0.03824249206,-1.12000559916,0.00075706438364,0.00075706438364,0.014851285387,1.33249348586e-15
264.85,-0.0382046561872,-0.0382046561872,-1.11926304747,0.00075637070453,0.00075637070453,0.0148507810498,1.26143862085e-15
264.9,-0.0381668549723,-0.0381668549723,-1.11852052117,0.00075567806506,0.00075567806506,0.0148502697918,5.02563971558e-15
264.95,-0.0381290883634,-0.0381290883634,-1.1177780206,0.000754986463318,0.000754986463318,0.0148497516188,1.3327102719e-15
265,-0.0380913563087,-0.0380913563087,-1.11703554612,0.000754295897395,0.000754295897395,0.0148492265369,7.56609463079e-15
